"protein_group","number_of_peptides_Cu complex_1","number_of_peptides_Cu complex_2","number_of_peptides_Cu complex_3","number_of_peptides_Cu complex_4","number_of_peptides_Cu complex_5","number_of_peptides_Cu complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn complex_1","number_of_peptides_Mn complex_2","number_of_peptides_Mn complex_3","number_of_peptides_Mn complex_4","number_of_peptides_Mn complex_5","number_of_peptides_Mn complex_6","abundance_Cu complex_1","abundance_Cu complex_2","abundance_Cu complex_3","abundance_Cu complex_4","abundance_Cu complex_5","abundance_Cu complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn complex_1","abundance_Mn complex_2","abundance_Mn complex_3","abundance_Mn complex_4","abundance_Mn complex_5","abundance_Mn complex_6","log_fold_change_genotypeDMSO.genotypeCu.complex.","differential_abundance_pvalue_genotypeDMSO.genotypeCu.complex.","differential_abundance_qvalue_genotypeDMSO.genotypeCu.complex.","log_fold_change_genotypeMn.complex.genotypeCu.complex.","differential_abundance_pvalue_genotypeMn.complex.genotypeCu.complex.","differential_abundance_qvalue_genotypeMn.complex.genotypeCu.complex."
"P00734",2,3,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3385840975166,17.80920376953,18.1693427973053,17.6860201395748,17.3781768692806,16.8757837170313,16.4532817329904,15.9361677087634,16.7302262398306,16.8757837170313,15.3242747974469,16.8450014067544,16.4181701745326,16.701016858571,14.7123958035814,17.7428487458653,16.604329399874,17.0518115431098,-1.98481154402318,3.28466445046996e-12,1.69731158728147e-11,-1.33284460861077,1.58542282477684e-06,9.37586256721475e-06
"Q9NTN3",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,14.1105997045078,15.0857201646906,NA,15.5143703896004,14.2714838128489,13.989462406205,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.885501408681,NA,NA,NA,NA,NA,1.05646082141339,0.0449742875518282,0.0780225898930199
"Q99575",NA,NA,NA,NA,5,NA,NA,1,NA,NA,2,1,2,5,1,3,NA,NA,12.1868733293809,NA,12.2368551919258,NA,11.4195115234396,12.1308466806845,11.1211904792236,12.7748570471084,11.9411237102373,NA,12.6677490606857,12.8999185121109,12.3601871021634,12.5181270909202,12.2441212860806,13.6955116907282,NA,12.7195036806759,-0.0839774726063815,0.686890331859859,0.776540807097906,0.28213281427298,0.162048287839587,0.232501984893731
"P02655",NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4698629640488,17.9489203833177,16.9373258627554,17.8057122594922,17.4500791459437,17.0318009165693,16.3121417872218,16.0878410612155,16.0945960595021,14.7205173540741,15.7621337649149,16.4128025661293,16.0655679205291,15.7797524659533,15.7091383170823,16.5103140517392,15.9093948832655,16.1155700849638,-2.12932832882383,1.46262141350767e-05,3.10034539060429e-05,-1.66604135719076,0.000139044882821791,0.000530757970834848
"Q16762",NA,NA,NA,NA,NA,NA,4,4,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,15.1701276800507,NA,NA,NA,NA,17.9178951963613,17.3900401844816,17.2409008266595,17.5557205536353,17.3986540151998,17.5582348878314,NA,NA,NA,NA,NA,NA,1.75181967962634,3.23196286055404e-08,9.70394833941911e-08,NA,NA,NA
"Q9UKX7",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9194774767112,NA,NA,NA,17.0331658638934,NA,16.3378661877597,NA,15.5101351098141,17.1426299449315,NA,NA,NA,NA,14.4762372714775,NA,0.714876561994059,0.143579635413347,0.180826235395052,-0.353700848748407,0.54946270247789,0.660852385923433
"HBB_HUMAN,P68871",1,2,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17.5358168218198,17.3943331447675,17.4701498997842,17.4674985533429,17.4345463734628,17.142368172287,17.7875446206632,17.7128312000705,17.1477065119275,NA,NA,NA,15.9387854499475,16.6711917777098,16.1964844810653,17.3323981485672,16.1929981040026,NA,-0.397334999900118,0.10023427000149,0.129487190001925,-0.992425181551551,2.76602305008928e-06,1.54807024318516e-05
"O60888",2,NA,2,1,2,2,3,3,3,3,2,2,2,1,3,2,2,2,17.237881589238,17.1225241134147,16.7016409937304,17.275957614331,17.1496852655959,17.1312320143671,19.3429568854298,19.0552698406678,18.7509485341185,18.7192461328987,18.4280218738933,18.8050992942613,18.3347323406782,18.0464747191269,17.9151518928141,19.0727912344886,18.0393314577981,17.9229386086137,1.06459215523333,5.02659376726243e-10,1.99407541870971e-09,0.805835822903856,4.54775327550019e-07,2.91177483052692e-06
"P27708",1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15.5791860104176,NA,15.503249559551,NA,NA,NA,16.7094035261252,16.1810897138373,16.1211307367924,16.429374778138,NA,NA,NA,NA,15.3142406965995,15.6242777999409,NA,NA,0.111012636800688,0.498827816806548,0.578323246446879,-0.0742170391256334,0.707020195998427,0.81928353793061
"P28072",1,NA,NA,2,3,NA,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,2,17.2836136398612,16.8649154691179,16.9925677799044,16.983997482355,16.6686079625877,17.501816008521,19.4799631854699,19.5223874449953,18.5277216259471,18.8792868125423,18.8835128121752,19.2875997320464,18.3400108897259,18.3380369901999,18.3170805162219,19.133435012201,18.3761822252754,18.7203628887799,1.55692047871926,2.32519558805956e-12,1.217189342619e-11,1.33307999804214,9.12957077351595e-11,1.0745146778045e-09
"Q9NXF1",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,2,2,1,2,1,16.4058749589248,NA,16.0750548410971,15.7468267713998,NA,15.3331347334587,16.7433284705146,15.9707049125217,15.6688425708242,16.4564867213436,16.0620736182722,16.0217628411364,16.8305632266987,16.3795256398102,16.5649667915348,17.2086847584865,16.4479226716334,15.8823079321718,-0.333522233084349,0.0524451716565971,0.0698881977582102,0.41352453398146,0.0144529886952065,0.0296595092796502
"Q9Y2L1",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4566123913804,17.2225287562658,16.5378565180103,16.8372668203282,16.844663105696,17.007963947277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O60925",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,2,NA,16.4841012694608,NA,NA,16.28250298577,15.9455982610884,16.1575206207929,18.7293494740638,18.4925787875819,18.2928324235524,18.6042645326733,18.3006819089243,18.5863128352987,17.4390464794157,17.2062633468628,17.517359540201,17.7769287678188,17.625469123745,17.7028189740242,1.5846915966851,3.42991206241648e-10,1.39986919428795e-09,1.0807754117626,1.97463804427932e-07,1.36238676560766e-06
"Q8N983",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3409818007112,NA,17.6695101089194,17.2164312939353,17.5561191224224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8TB36",3,4,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,17.5590297882876,17.4838897931458,17.0528125504493,17.4379881377885,17.2531416669377,16.9563909194809,15.5148480708398,15.7156235017772,16.1355506740122,16.229757132081,16.5209268792505,16.5865791600259,16.728816541673,16.6451581190748,16.3167656809929,17.3844792538152,16.8331604297561,16.4986772922327,-1.67827707835255,4.53861411583635e-14,2.89126528860686e-13,-0.674744049843957,8.26222566090786e-05,0.000336801422951439
"P30533",10,12,9,12,11,8,3,3,3,4,3,3,9,9,9,7,8,8,17.978371299077,18.6797991979809,17.4735801965673,18.6880654396058,18.5269329746458,18.1652983709935,16.9508421985197,16.6069197482388,16.419991184902,16.6201126756815,16.633609257578,16.8320142363836,17.8999437154518,17.6235371016889,17.4699570158037,18.5218247148372,17.6595312427896,17.6402019962503,-2.21686106016642,2.45106790046881e-22,3.96118892907979e-21,-0.671964107976662,0.000417369950138236,0.00138412327387003
"O95994",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6617751813379,15.9657360887919,13.9953620420451,15.3431216533881,NA,NA,14.5965341350123,13.9087442439827,NA,NA,14.4316040380642,NA,15.948680016407,14.6904115963174,14.9253903329682,15.0012636582156,15.1927740018423,NA,-0.942355545943411,0.0143653333600501,0.0204563706274397,0.0140712158300048,0.962958417558159,1
"Q9Y383",1,NA,3,NA,NA,1,3,3,2,3,3,2,2,2,2,2,3,2,17.2032828447178,15.143968425597,17.4768780769901,15.5714956675659,15.8721942207004,16.1340709220153,18.4846617391231,17.9914499342526,18.281125171632,18.412259517808,18.1326889789387,18.3557837166052,17.5969824665454,17.2618417411152,17.2487434795037,18.0223090172684,17.3754528356017,17.0959721364559,1.25066569242647,3.57375390060244e-05,7.20133840389178e-05,0.865463573585468,0.00171436363306992,0.00478626405000102
"Q9NQ29",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,16.5328573856838,18.3600237766958,16.8659563990444,NA,NA,16.2308318136512,17.2152013922178,17.2658147064756,17.2946204813319,17.6023646395851,17.3456706036788,17.2156674010878,17.0114467127195,17.2174466265188,17.1127492552152,17.2425092600777,17.1229852071269,16.7336201008127,-1.8255633885304e-20,0.999999999934488,1,1.58565289174028e-19,0.999999999430977,1
"A5YKK6",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1672185531884,NA,16.9422323927547,NA,17.2084862585734,NA,15.3408991231376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96LD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0142360420541,NA,NA,NA,16.4624397172015,NA,NA,17.3131056599452,NA,17.2533965196663,NA,NA,NA,NA,NA,NA,8.90488397638316e-20,0.999999999770816,1,NA,NA,NA
"Q8IWX8",NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9084574836669,17.2623875743232,16.9320171770253,17.0778559669633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P26572",NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.237777545666,NA,16.9968196458176,17.5141339634938,17.8803207196623,17.3406931145874,16.1136300762323,15.0603717282195,16.1961063968783,15.6415068576656,15.8832095977068,15.4578491817395,17.2826538196719,17.0551224105829,17.2219850353,19.0672181076357,16.9487640046259,16.6158051842056,-2.10585454772231,3.60823717261873e-10,1.46519985019661e-09,-0.325979505134772,0.152379624505899,0.221197500851808
"Q9H845",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9693243948086,NA,NA,16.4417560555358,16.3300944687386,NA,17.0710414933181,16.7197528140177,NA,16.490053732429,NA,NA,16.1920264287999,15.9152328482939,17.5988092965543,NA,16.4098501293254,-4.49303939880064e-20,0.999999999825567,1,-2.76039967031616e-20,0.999999999885434,1
"P26373",4,3,4,3,3,3,6,5,4,6,4,4,2,3,3,3,2,NA,19.3991121310936,18.0695290815842,19.0638893641307,18.381610995921,17.6378284141593,18.3838007695724,21.4477657914903,21.1976024498908,20.6042756689955,20.9905419867161,21.0033808046769,20.9709875714977,18.2151701103559,18.1949671869229,17.8502640316381,18.9639619419366,17.8715452843913,18.1315078707149,1.84573052365293,6.08670928302295e-10,2.37549367155904e-09,-0.540138561150297,0.00477495416587836,0.0116629348446327
"P04792",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19.3384909700035,17.9066125313222,19.2793746483498,18.2061182310847,17.7593993090117,18.0968043417441,20.4939641491968,20.1917735007787,20.3983494260052,20.4892993403696,19.9436803327069,20.2735557414134,18.1677390426863,18.3483720169195,18.3569313489555,19.1956151146916,18.365675052174,18.470926401547,1.18233817832841,0.00123745319513577,0.00202431202030363,-0.155131176254212,0.63388920883257,0.749737926308867
"Q9NV06",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,16.4204351264458,16.2594435216752,16.7505928231793,NA,NA,NA,17.3363506021052,16.7519086032972,16.8333464349376,16.8478249141735,NA,16.6549821183937,16.0704670078271,17.1623228459752,16.3066843917228,17.8855583832572,16.909704022681,16.6455895626617,-0.0430959631915224,0.771809014343064,0.865230962075464,0.11134892468307,0.447528734168643,0.553304063202323
"P05161",NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,2,1,NA,2,15.8370882432826,NA,15.6934137046524,14.4207475926209,NA,15.1289477901345,16.9489017596105,16.5482353321714,16.7942387819457,16.6608923668903,16.3530836082324,16.5095149421583,15.1027478886145,15.8204883632259,16.1562985664968,16.5368768513215,15.8167892908901,15.8398114320094,0.51447266959325,0.000225249947726351,0.000409051187122967,0.277105306104621,0.0335112738221435,0.0606791617247109
"Q96B26",NA,NA,NA,NA,NA,NA,3,3,3,2,4,4,NA,NA,NA,NA,NA,NA,16.3903491366322,NA,NA,NA,NA,14.8319736275615,17.5490614693408,17.1841632384032,17.0430890228787,17.0829219632921,17.15201651075,17.4638048582824,15.9130318386341,16.6959480806773,16.3141383845007,17.1206847088125,16.6308960220856,16.2908020884019,0.36063236689967,0.0256392515593705,0.0355436486787358,0.0604307782334842,0.711713036440885,0.823926229746656
"O00217",NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0885838560828,17.522613523703,16.8000017305517,17.0117852985342,16.9237731112304,16.6911434083765,15.8289625218577,15.9524687558399,16.9907874280177,16.0314131737469,17.3156458582857,17.2863906534416,16.6084403304434,16.4694881973477,16.298275754134,16.9350401460519,16.5943699270833,16.4547069973109,-0.924691479419734,0.000218215313495149,0.000397174962128737,-0.62357056184352,0.0057538337964876,0.0135573650101734
"Q9Y6H1",3,4,3,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5219712568562,21.6637659443812,20.8270165920591,21.702898349727,21.4069462267337,21.0706374488551,18.7187818650471,18.3575818034506,18.3298485579969,18.6255048110614,18.7701261373343,18.6646787022874,19.2647636435281,19.3514332944681,18.9964444168903,20.008310982477,19.19975596108,18.9961990392667,-3.45402418418276,1.20015056374836e-15,9.20370241243965e-15,-2.29335108232725,2.83566421749047e-12,4.02865667822167e-11
"Q15428",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,15.7089655785149,NA,NA,NA,17.0834881368001,16.9278956825904,NA,16.8400408686882,17.0261921957538,17.3930208676933,16.9235574110137,16.6418085962685,16.4790999959875,16.394439388055,16.608921643906,15.6428119400212,0.464486542618614,0.101960920867261,0.131576579554322,0.428827532961503,0.126552422275609,0.188260449742093
"Q9Y3B2",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2362826824004,16.7173505785219,16.6618657425644,16.3275158953432,16.9134084011797,17.0438327336201,15.6349987422241,14.9554811827423,15.7543019263002,16.7939407656933,16.2450097844354,16.1270275424538,NA,NA,NA,NA,NA,NA
"Q9BV57",NA,NA,NA,NA,NA,NA,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,14.6439139296651,15.8210809477824,NA,NA,15.3616900937405,19.4184099501255,19.1977992718307,19.5909583050272,19.4562599851781,19.1326913985698,19.0740920296034,17.2523328055997,15.2052921517521,17.214267433101,16.1693189218822,NA,16.6021544388552,3.2216863267839,4.12219224164041e-08,1.22093959629399e-07,1.03482799432786,0.0132903328688099,0.0275800252532519
"Q9Y285",NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,3,2,2,1,3,3,16.9038672721835,NA,16.5304254175707,15.0622849674478,14.9048835403888,15.1097227288182,18.4360935405473,17.8210563911185,17.4611557167683,17.6326568541085,17.6525659361718,18.1106249711673,17.2815700323448,17.0730895711539,17.1204785795513,17.617512304973,16.4364216798764,17.0714116675419,1.4632559206536,1.4262482133101e-05,3.02590810365703e-05,1.22302128359591,0.000129658126904811,0.000501302999514416
"Q9UKK9",NA,NA,NA,NA,NA,2,5,6,5,5,4,4,4,4,5,5,5,4,16.8512027270633,16.2850545390438,16.3420882560034,16.794929746069,16.0210357148736,16.8957430942561,19.3668131866741,19.0013176773358,18.9302328891121,19.0846268654234,18.6095793056183,18.9914158819499,18.4863601744723,18.4692788585991,18.1977348151959,19.0766762616334,18.3977113659736,18.6028842338675,1.78476070061771,1.13275926925737e-14,7.86076173017794e-14,1.73151898733101,3.22936450270789e-14,6.01062338837336e-13
"Q9Y6A4",1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7097489974172,NA,15.5318653643574,NA,NA,NA,16.3600537468561,16.3446757513618,16.419075380913,NA,15.2557324255004,16.3709132813099,15.3323250738214,NA,14.6781800111186,NA,NA,14.5878986898716,-0.00524209187459678,0.984201524518162,1,-0.388872115830871,0.208212631014284,0.288470009847257
"Q9NRX1",NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,16.7710799147786,NA,NA,15.1198211460177,17.8081038308376,17.2598148575718,17.1740905803287,17.7529980402868,17.8170626868395,17.8397993957503,16.3924228307773,16.3486002638834,NA,16.174547405948,16.1897295019583,NA,0.461580851489854,0.0716601546719172,0.0941908583242231,-0.359420787845578,0.186384953346622,0.262161847091528
"Q15257",NA,NA,NA,NA,NA,NA,3,4,6,5,4,4,2,1,1,2,2,2,16.0519819567356,15.6331144722952,16.161687254978,15.8543771366569,15.6674072905354,16.1707912248312,18.2004010677195,17.8847591038347,17.7975700863992,17.8744024790623,17.3986646290297,17.8876378238829,17.0646437246042,16.4606059686846,17.1010611354493,17.5123227497498,16.9765998329336,17.0947855730475,1.35750134428388,1.25957119257532e-18,1.38081300681512e-17,1.01510856019573,1.11541736447607e-13,1.96920374419636e-12
"O75306",3,4,3,4,3,4,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,17.4657214328746,18.2999050127768,17.2487241883924,17.9526700390228,17.9311374759052,17.3470953949131,16.7424442370627,16.2206592552182,17.1502912057419,17.022245358971,17.7480663534995,17.6975301751175,16.9448472824004,NA,17.2607173952209,17.844423985017,17.3590974107393,17.3571737137834,-1.11076660661466,7.34437709539368e-06,1.63600925492211e-05,-0.639664499912688,0.00384362680823624,0.00962309485565715
"Q15629",1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,19.9513887358269,19.9727007207348,19.7838877399848,19.5423918630118,19.547919237518,19.2894492680726,18.396818874295,18.3254713738594,18.315476046162,17.9858385703516,18.8512713190479,19.1177738647225,19.9267233712839,20.0423047152691,19.8423661828193,19.7997454493256,19.7585117761242,19.6900044620698,-1.82550059291246,9.52073932395824e-11,4.19889016338671e-10,0.0308457400531519,0.831707276084862,0.938406564793117
"O43929",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8540611583729,NA,16.2773445860579,NA,NA,14.2672856954008,16.5427849556182,16.5345663557625,16.0987436294173,16.0739804754569,NA,16.493982298704,14.6864201455249,15.6899391935242,14.7726652623035,16.1456361536581,15.46299831502,15.1870629630945,0.0748940829135573,0.715452498641525,0.806936588631753,-0.212710165069867,0.310019672162278,0.405423329445332
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2170898499839,NA,NA,NA,NA,17.4668170050162,17.5144820556938,17.5177141057455,17.2140625485139,17.5274371689219,17.9507281482024,16.927837841975,NA,NA,17.001130672894,16.7168598632978,NA,0.102490683910203,0.530094824823971,0.611042766001016,-0.0657696555882339,0.717380355576326,0.82808592743307
"O95456",NA,NA,NA,NA,NA,NA,3,3,2,2,3,2,NA,NA,NA,NA,1,1,16.7970505753994,14.7314458162769,16.7771630454137,15.4470556257201,NA,16.1271710091047,17.985282665517,17.7881179725267,17.4968520362285,17.7491258633447,17.7301204665442,18.0194346228086,16.7016128236192,16.8566422801176,16.5663103735129,16.8591462377038,16.5463061301865,16.8257067215074,0.945282808421296,7.45862966749284e-06,1.65839152717662e-05,0.386353497471534,0.036543116153934,0.0653313640250152
"Q16595",NA,2,NA,3,1,1,3,NA,3,1,NA,2,1,NA,NA,NA,NA,2,17.5202506741818,18.5709696497315,17.0640715030877,18.3835097355032,18.3130893981578,17.8462646977503,17.1495230858625,16.8578670372128,17.4847166013908,17.4731061961124,17.0728769510956,17.1392484820481,17.6205987399733,17.0422283618185,16.9067532754888,18.0415061945704,17.4865777360791,17.2131578605792,-1.30402994764054,0.000143739380289398,0.000268521666203933,-0.730432254767533,0.0183932648663663,0.0364374826271828
"Q99426",NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,17.3574090749358,NA,17.0470994826036,NA,NA,NA,17.6620002305916,NA,17.6699001472169,17.5197395085507,16.8797000117571,17.5733189100561,16.6819739904741,NA,15.958469798245,17.5483930952088,16.9265629622328,16.5570005566947,-0.147666573957422,0.405884397997264,0.476765673354834,-0.313707636095541,0.0869098660409256,0.1365645211808
"P53634",3,4,3,4,5,3,6,3,4,4,3,3,4,3,5,4,2,4,17.0095831903929,17.7587432962015,16.910733451271,17.6259947595301,17.6794115641788,17.0796786575825,17.1536658276957,17.0765731566535,16.9879989843083,17.2104441969565,16.7763924802325,17.177785421528,17.5991239322284,17.1975861482538,16.7941875611117,17.9485385648291,17.078623075343,17.2119645496459,-0.852675512223007,6.63449886286749e-07,1.71414949160782e-06,-0.235681605966541,0.135455216358706,0.199894268271207
"P51572",2,2,2,1,3,2,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,19.3125235226614,18.4731136610157,18.7753830496688,18.5062276636798,18.454506322369,18.6237671764495,17.3827229353406,17.1170383140586,17.2050575080059,17.6579488013338,18.013674450855,17.9742328630815,18.1607510709417,17.941591173529,18.014880802461,18.5614999935139,18.2702062936553,18.0467942786585,-1.76136139088091,7.36781504450954e-11,3.29159529261206e-10,-0.745082163513335,0.000629468346966861,0.00199387005417867
"Q96LJ7",4,1,3,NA,3,2,2,3,3,3,3,4,1,2,1,1,2,1,17.7389076935112,16.3639575607443,17.6362766795471,16.5970085611424,16.9165173767198,16.6251722799545,18.3366706635136,17.8441854716394,17.6669817596495,17.8509005789622,18.0664372428407,17.9993979607949,17.5318152512336,17.499932740491,17.1895180486369,17.8880260516098,17.4027398355387,17.2703313631941,0.263074874294522,0.046471442409739,0.0625857009634517,0.225413393352631,0.0850406188129055,0.134066005101632
"P50502,Q8NFI4",NA,NA,NA,NA,NA,NA,1,2,1,2,1,3,NA,NA,1,NA,NA,NA,16.4211907987985,NA,16.7729482906047,NA,NA,NA,19.8318030908503,19.63204242622,19.4556361719379,19.7677798406209,19.1937868044873,19.6552723758998,17.1264915201401,17.854499926345,18.0536528682697,18.5211523782996,17.7981918704386,17.6829636438655,2.52262597718307,6.92860712017875e-10,2.67802342622639e-09,1.26632205148878,1.19504456985472e-05,5.80830366846394e-05
"Q9Y3T9",1,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,3,2,1,NA,2,NA,16.8428829245754,NA,16.6586142462295,NA,NA,16.1415372606872,17.8447075213648,17.4858666646524,16.9268550036111,17.1860648152303,16.8604416138124,17.4184176999571,17.1450401925674,16.7908517833013,16.807303188057,17.6775453079216,17.0083312178329,16.656015474884,0.105021423661106,0.307154631589636,0.367425908031716,0.218493320805586,0.0374100257438706,0.0665344235637283
"Q9BTV4",6,10,6,8,8,8,NA,NA,NA,NA,2,2,3,5,8,4,5,5,17.6287878668558,17.6478544961708,17.4813461993244,17.6388055623507,17.523128898527,17.4478327975537,15.9718841200561,15.106504783387,15.6792623736903,15.6157858313232,16.4655533973915,16.7810307244603,16.8554510804545,17.0956300769732,16.6650728502725,17.8571761693906,17.2031328179908,16.9705762449832,-2.21344719334184,1.58942737181957e-24,3.18945092611793e-23,-0.634742135265978,5.93277022479278e-05,0.000250784882213512
