"protein_group","number_of_peptides_hcc_1","number_of_peptides_control_1","number_of_peptides_hcc_1.1","number_of_peptides_control_1.1","number_of_peptides_hcc_1.2","number_of_peptides_control_1.2","number_of_peptides_hcc_1.3","number_of_peptides_control_1.3","number_of_peptides_hcc_1.4","number_of_peptides_control_1.4","number_of_peptides_hcc_1.5","number_of_peptides_control_1.5","number_of_peptides_control_1.6","number_of_peptides_hcc_1.6","number_of_peptides_control_1.7","number_of_peptides_hcc_1.7","number_of_peptides_control_1.8","number_of_peptides_hcc_1.8","number_of_peptides_control_1.9","number_of_peptides_hcc_1.9","number_of_peptides_control_1.10","number_of_peptides_hcc_1.10","number_of_peptides_hcc_1.11","number_of_peptides_control_1.11","number_of_peptides_hcc_1.12","number_of_peptides_control_1.12","number_of_peptides_hcc_1.13","number_of_peptides_control_1.13","number_of_peptides_hcc_1.14","number_of_peptides_control_1.14","number_of_peptides_hcc_1.15","number_of_peptides_control_1.15","number_of_peptides_control_1.16","number_of_peptides_hcc_1.16","number_of_peptides_control_1.17","number_of_peptides_hcc_1.17","number_of_peptides_control_1.18","number_of_peptides_hcc_1.18","differential_abundance_pvaluecontrol.hcc","differential_abundance_qvaluecontrol.hcc","abundance_hcc_1","abundance_control_1","abundance_hcc_1.1","abundance_control_1.1","abundance_hcc_1.2","abundance_control_1.2","abundance_hcc_1.3","abundance_control_1.3","abundance_hcc_1.4","abundance_control_1.4","abundance_hcc_1.5","abundance_control_1.5","abundance_hcc_1.6","abundance_control_1.6","abundance_hcc_1.7","abundance_control_1.7","abundance_hcc_1.8","abundance_control_1.8","abundance_hcc_1.9","abundance_control_1.9","abundance_hcc_1.10","abundance_control_1.10","abundance_hcc_1.11","abundance_control_1.11","abundance_hcc_1.12","abundance_control_1.12","abundance_hcc_1.13","abundance_control_1.13","abundance_hcc_1.14","abundance_control_1.14","abundance_hcc_1.15","abundance_control_1.15","abundance_hcc_1.16","abundance_control_1.16","abundance_hcc_1.17","abundance_control_1.17","abundance_hcc_1.18","abundance_control_1.18"
"sp|Q53GQ0|DHB12_HUMAN",6,2,4,2,2,4,3,0,4,1,6,0,3,1,5,2,3,3,8,4,6,5,4,4,2,1,5,6,1,2,3,5,5,5,6,4,2,4,0.589704892172516,0.721405098013834,23.2689786073195,NA,22.2801093923884,23.0132528886999,23.1224967549656,23.4826538532426,21.5223316646641,21.9671404799512,22.4669177786684,20.8141656925355,23.0088772682508,21.2848397363251,21.0315351894257,23.3400106862373,22.535665620404,NA,22.9338636620957,20.0660231475093,22.7924920827628,21.5766687346751,20.9167452038267,23.2384474878216,18.7917910585262,21.9042995550143,19.5205188778529,23.5108884371134,22.2038071578364,23.3948454497672,23.1089668545475,22.7433792391128,21.7260108082534,18.9958736211131,23.121954437994,23.1177226251135,20.0234638522553,21.3025066632285,21.5796368017681,22.3744463893541
"sp|Q53GS9|SNUT2_HUMAN",2,0,1,0,2,1,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0.0803664398862597,0.190376787240973,19.1886100608936,NA,NA,16.8369950950163,20.9480477231222,NA,17.0475563366088,NA,18.9755070757764,NA,16.4459176420768,NA,19.0597561495107,17.2095720857123,17.433241697802,NA,18.0603529639003,NA,19.8619995306734,NA,17.192521620066,NA,18.044856943617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8525862688503
"sp|Q53H12|AGK_HUMAN",3,1,3,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,0,1,1,1,0.13655547064552,0.274947143656407,22.4210289019802,20.577845162591,21.7370069338826,19.9162695231739,20.4105845245574,NA,20.3331441230372,21.0362131868193,19.1330553667186,19.994915960764,22.386039180521,20.9739268347648,22.0838423508256,20.7976451892387,21.52313329669,20.9867472473339,21.8217608708372,20.3363279312022,20.9637894776344,20.8554978016973,20.8055756838949,21.0397074979374,21.9790041683284,20.8940402763534,21.0893939966534,21.3446034515671,19.8375783092085,21.008823218846,21.3515044899463,21.1283116239787,21.6529831702828,20.2948037187649,20.1364811575276,20.7216580485246,20.7728549832708,20.7543008591316,21.8669560997449,21.6739895743274
"sp|Q53H82|LACB2_HUMAN",1,0,2,1,6,0,3,1,8,2,1,0,1,1,2,7,4,5,3,4,1,0,7,0,8,5,0,3,3,3,1,2,0,0,0,0,1,2,0.150726660454135,0.292508423596191,19.0213679867023,NA,23.7580362955595,NA,NA,NA,NA,21.2471068885031,20.4568059340636,NA,20.9791563842023,20.5570239877338,24.0767623661076,NA,18.8623107345423,20.1530872971705,23.477417656419,20.3145901406869,18.6458176596762,20.1764317343488,19.6445762834481,21.183064725579,23.5559010415068,21.0610891542674,23.0861920295977,20.2080806025365,21.2847014072216,16.6088133124992,NA,NA,24.3692579563515,22.0705949871786,NA,21.0804805045416,21.4693542093628,21.7208065981687,20.0196692842271,21.2174652520818
"sp|Q53H96|P5CR3_HUMAN",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,2,0,4,4,0,4,0,1,0,0,0,1,2,0,1,0,0,0,0,0.312054914091312,0.478097478290263,19.0002931852202,NA,21.7246452367861,NA,19.5528882790358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1858649276324,NA,NA,NA,21.736354337896,NA,20.5195963024104,17.193770404563,18.6669814716346,NA,20.9362951696655,NA,21.8027060706945,NA,16.4568879187804,NA,NA,NA,19.2066485345326,20.1540403859739
"sp|Q53SF7|COBL1_HUMAN",2,5,0,5,4,5,1,4,0,2,0,4,1,1,2,1,2,1,2,1,1,1,5,2,0,1,0,2,2,1,1,4,5,1,4,5,3,4,0.0772136160070618,0.186637839881131,18.9499920166356,22.0279652063181,21.3662417143647,21.9502844533894,18.6779009865871,21.9999552996154,21.7436322095138,20.1028483133316,21.0579821505271,22.2696346733481,NA,22.3452410672796,21.2049671715834,22.2937340209354,21.1364383478359,21.1783347639134,NA,20.6865872008327,NA,18.7790805923995,18.2510116603947,20.4725431312496,19.4054626183661,20.7134307842867,NA,20.7427933622063,20.8745111511399,19.1653510488631,18.6192274300807,20.2428864561683,NA,19.4984430164738,NA,20.7850305317742,21.4183725471184,19.9277327337677,18.7732780250083,21.525710712599
"sp|Q53T59|H1BP3_HUMAN",2,1,3,0,1,2,3,0,1,0,0,3,1,0,3,3,2,4,2,3,2,3,3,2,3,2,2,2,1,0,2,1,0,1,2,2,1,2,0.0295642575846784,0.0915237353954409,22.4932482532629,20.9617997834425,21.5944335815085,NA,22.7054579128537,18.3623291971783,22.1750575742286,18.5305000929775,22.1668684954806,18.3993121495512,23.0475760183674,NA,19.295103661707,20.2928918171515,22.2896089311565,NA,19.6145799652865,NA,NA,21.2384501787582,NA,21.7488149583992,22.8840372157265,22.4413768395956,22.0602256895469,22.5200484363989,22.3180769877513,20.0120311893754,22.5721654928324,19.8203651450651,21.0680314166539,22.2921303542167,19.8740500111803,21.5553918385207,22.3543416014014,NA,20.6984561103566,21.216778853667
"sp|Q562R1|ACTBL_HUMAN",2,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,2,0,0,1,0,1,1,1,1,1,2,0,2,1,0,2,1,0.341416308880195,0.508017467972885,29.9700147108127,28.482771493928,NA,NA,29.2237501171626,27.8926973092894,NA,28.8551160720576,29.0955011647835,27.8565866064404,NA,28.0745877972058,NA,28.3388806034578,28.4421067247611,NA,28.660733328186,27.4745493697615,29.0070690867232,NA,NA,NA,NA,NA,28.680680909595,28.5957850957774,28.8187435469277,NA,29.0984541726851,NA,19.5627368250586,NA,20.2643566330943,28.5647934603645,20.0787779077668,20.2429866258727,20.712180518528,28.9333038434746
"sp|Q56VL3|OCAD2_HUMAN",2,1,2,2,1,1,0,2,1,1,0,2,1,0,2,1,2,0,2,1,2,0,0,2,2,1,2,2,0,1,0,1,2,2,1,2,1,1,0.604073507213454,0.731003457261708,19.8761047681139,21.0323107182785,NA,21.0548056704242,20.0504756319265,20.8649972361101,22.2151842527122,19.3533370279118,19.9808293686701,19.6050349766716,20.9291076266183,20.0573207651789,19.4665988597171,20.4245758224397,NA,20.7378664192176,19.8918981633044,19.764580602869,NA,19.2743053450929,NA,21.3213015553946,17.7972751796589,20.5476833542235,NA,20.7901400074064,18.6543373202506,19.7756657773591,NA,20.7471571883966,22.1319009976774,20.0743461779074,20.3491632951597,21.3133031067661,NA,19.9268408835793,NA,19.280351873937
"sp|Q58FF6|H90B4_HUMAN",1,0,0,2,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.94030406975237,0.961943573694891,18.0439059215434,18.9721636176705,18.8900350374117,19.3854861231629,NA,NA,18.6196111756109,NA,NA,NA,NA,20.549335530921,18.7273176950048,19.6406526389883,NA,18.901192230256,18.5381764301227,NA,22.9382897574731,NA,NA,NA,20.1025196452402,NA,NA,NA,NA,NA,20.5898603021958,NA,NA,NA,NA,NA,NA,NA,19.8679667079928,19.812987533008
"sp|Q58FF8|H90B2_HUMAN",1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2.90183759892649e-08,4.34511998365572e-06,23.1343156431432,22.9753181076172,23.4423057963395,22.7490134948086,24.680342975572,21.3715481701218,23.7880233910269,22.7916672084832,23.5352164740027,22.0611699471086,23.0182971903655,22.77557007636,24.7437555629473,22.3289437373997,23.7654638927975,22.7177742890825,23.4949554031938,22.1513153926612,22.8210271197913,21.85212334555,24.1266006455761,22.4457952407526,24.3902362774892,21.7944675464128,24.2855955411494,22.9505012741899,23.3122831819064,22.5986542781754,23.9290889287692,22.6643845434381,24.2518319864798,22.3270868913604,23.4197547200601,22.8523578010307,23.4020104659631,22.5103582664414,23.7042952723194,22.993181267552
"sp|Q5HYI8|RABL3_HUMAN",1,0,1,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.860353081188961,0.913112531492507,20.1443240673662,19.7550899255617,19.1153304454576,18.6977652010169,19.426930505302,19.6629191361106,19.2220756990447,NA,NA,NA,19.5093038113805,19.381181999688,18.3491416168271,NA,18.3135692579729,19.4861285289804,NA,NA,19.4699392900254,NA,19.7844149284262,NA,NA,NA,NA,NA,19.6136640716456,NA,19.1963098245596,19.3711959491381,NA,NA,NA,NA,NA,NA,NA,19.0310915661139
"sp|Q5HYK3|COQ5_HUMAN",4,3,2,4,3,1,2,4,2,5,0,5,4,2,0,3,3,0,2,2,2,0,4,2,3,2,1,1,1,2,1,4,3,0,2,3,2,1,0.155218659417353,0.298376409488087,21.8072890800887,22.6219822021614,21.9363848715868,21.7706969399966,NA,20.1977118679446,20.9881604725712,20.6939819602977,17.645448965809,20.2797586636373,18.3207752030174,21.8211678099213,21.4379253970042,17.9453233201061,21.2815286985231,21.8947979526215,19.8685481841753,21.9829616582665,NA,21.7377235979551,20.3473849510025,NA,21.0757284456732,21.4630588683817,NA,21.4119557857292,18.7082286703178,20.2647230817707,NA,18.0831887160369,21.3357225196821,20.8106106777048,17.1863838692227,18.592604303736,NA,20.6066322921115,18.4740099288057,21.721270194923
"sp|Q5JPH6|SYEM_HUMAN",1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0632145916270995,0.161226499295447,18.5614773003415,18.2264584540697,20.0119256493308,NA,NA,18.815672937976,NA,18.7257400250284,NA,NA,21.2616086516947,NA,NA,NA,NA,17.9425938657261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q5JRA6|TGO1_HUMAN",4,0,3,0,3,1,2,0,3,0,1,1,0,5,5,3,2,3,5,6,3,8,4,3,3,0,4,1,3,0,3,2,3,6,0,2,1,2,0.135315752591944,0.273612875710079,20.7115337389811,19.7432523613772,20.669886196296,20.9181840941532,22.2608677670625,NA,19.062233065856,16.8859789192725,20.3515869643628,NA,21.2513515133512,NA,20.9183690557303,19.5794852143671,18.9899565176176,NA,19.8362110450583,NA,20.1640998664621,NA,22.3296426244967,21.5046203839165,21.2892742342296,20.6871411500396,20.8778017867928,21.3121921082203,21.2163269103593,20.621003853366,22.4932268222836,20.9544042857926,20.5224569806967,NA,21.7032337420004,20.0428689116196,21.5255208550998,NA,19.5471002846513,19.8368690185458
"sp|Q5JRX3|PREP_HUMAN",5,0,5,0,5,2,5,1,3,0,0,1,0,0,0,2,1,4,1,1,1,3,0,0,4,1,0,0,0,0,3,5,0,1,2,2,0,2,0.00130312346643373,0.0089334608722987,21.9118697556787,18.5947119355591,NA,NA,18.678539232301,20.09913484617,19.5439592587473,NA,21.1741347375822,NA,22.1345949118097,NA,22.0165220821702,20.3926989211683,22.6221639830518,19.1535933013989,21.8051209370163,NA,NA,NA,NA,NA,20.7216050149491,17.6813628670086,21.3262665152187,17.9498565466629,19.4376809614398,18.3071459325047,19.6803092180793,NA,22.0966972890788,16.4785926961147,NA,NA,NA,NA,21.1366858915456,21.9741054012819
"sp|Q5JTV8|TOIP1_HUMAN",6,0,3,4,3,5,2,4,3,1,3,4,1,2,1,0,0,6,2,0,2,6,0,1,2,0,4,0,1,0,3,6,3,8,5,4,3,1,0.0948445307412621,0.212615865051041,23.1531922961563,22.2770492074988,NA,20.5523303358322,23.6875502287326,22.2281943075391,21.9173160776573,20.8548717002193,19.7134254539545,NA,21.273038101394,20.8958235547925,21.4600982531536,22.2542582781644,19.7386000328874,20.8909767652395,20.8629801759392,19.1896134996339,22.3747009075445,17.7356071356711,20.4122233737349,20.0596199669051,NA,NA,22.9861576805188,21.1554815567161,NA,21.0869008526291,22.4967266232905,18.5358520467523,20.6883554178939,NA,22.4675044447303,NA,19.6415666884204,NA,21.1146584825618,21.8829683049843
"sp|Q5JTZ9|SYAM_HUMAN",3,0,2,0,2,0,7,0,0,0,0,0,0,7,2,6,1,2,0,3,0,7,0,0,1,2,0,0,1,1,2,1,0,1,1,1,0,1,0.00628279846378045,0.0300412800495048,20.3652033484442,NA,NA,NA,NA,18.5558953532427,18.5015862083634,NA,NA,NA,19.9945706849969,NA,20.7741944192832,NA,21.8474274968135,NA,NA,NA,NA,NA,22.1835686535964,19.5575125511274,21.8548545796164,18.6545898607179,19.3917046845564,NA,20.144195841578,NA,22.9179360997395,NA,19.1538034515764,19.5577516854669,NA,NA,18.2471675996021,18.1799856026099,20.3664417534209,16.8452149562603
"sp|Q5JWF2|GNAS1_HUMAN;sp|P38405|GNAL_HUMAN",6,0,3,1,4,2,5,1,3,0,8,1,3,3,3,2,1,3,3,1,3,5,3,1,2,0,3,2,2,2,8,2,6,9,3,2,3,3,0.164802799722006,0.311124064505048,22.6779175499873,NA,20.6847765952686,22.4763998650655,23.8778892079728,20.7243737862349,19.2308445591415,21.4795819619102,20.6087882122518,NA,21.2963024062913,NA,21.0631715866475,20.6456311005224,21.3695886088577,NA,21.5889689930034,NA,23.7297389783489,20.1727883292059,20.5013547289059,20.9028293463651,19.178014986976,NA,20.1270403777607,21.0028640501126,NA,20.8511790042196,22.9004564549017,20.4911164890844,19.7394948929653,NA,21.9632405848051,19.8322229845742,19.8065225574896,19.5541012234387,22.940688794514,19.6486302956986
"sp|Q5K4L6|S27A3_HUMAN",4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,2,3,2,2,0,0,0,0,1,1,0,0,3,1,2,0,0,0,0.583573502086086,0.717177802779661,22.3873421122427,NA,20.5935841164307,20.2238835481286,17.5304040953552,20.5492063570763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0033658097942,NA,19.1245900481344,NA,19.3401160971187,NA,NA,18.3679246883063,NA,20.2716791947691,22.5701736349734,19.9751082044733,NA,NA,NA,NA,19.0317309778007,18.6322444289833,NA,NA
"sp|Q5QJ74|TBCEL_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,19.6955959310303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5906672393998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5597416762613
"sp|Q5R372|RBG1L_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.445261220683799,0.599784646815585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7637708749256,NA,NA,NA,19.4461048465279,NA,19.977380570508,NA,20.2184627213062,NA,NA,18.8220499278507,NA
"sp|Q5R3I4|TTC38_HUMAN",6,3,0,3,4,5,3,5,3,4,2,4,5,3,7,5,7,8,6,4,7,4,5,5,3,6,2,5,5,5,1,8,7,4,5,8,5,2,0.000638626935302328,0.00520599894250751,22.1458181364696,22.0615018348223,23.0339650299987,23.7230958402825,21.8731964601657,23.4475036670503,23.2453510451689,22.8468003378139,20.3720400295916,21.7587246871712,NA,21.007614030349,21.692592815081,22.9513715798817,20.5055326925645,22.8541785263597,20.4203740193501,22.1424039070401,20.2206303457931,23.0173667618704,21.3237077138968,23.3233443845822,21.7088000310275,23.7795969284524,24.5989665922156,22.8320513952921,21.3457783713342,23.1963370739066,20.7347529489101,22.8508304257921,21.2228351585226,23.3175464846789,20.1370661401292,22.3479618156905,22.4892218308663,22.6772655809775,16.4849060931959,23.9206414486916
"sp|Q5SRE7|PHYD1_HUMAN",0,4,1,4,0,3,0,4,1,4,0,3,4,0,3,2,4,1,5,4,3,0,5,4,2,7,0,6,4,3,0,3,3,0,4,0,4,2,0.00280587605126385,0.0163245753902774,NA,22.3819721171928,22.9611527767358,21.6441824988292,NA,22.9869065115546,NA,22.3646034932199,21.5379492014951,23.0369459205953,19.1835629429157,23.2623062819675,NA,22.5593738038564,NA,22.8662584080366,19.2618209558835,22.2104292492334,NA,23.2727773564372,NA,21.9066869478207,21.1521909877284,23.6710690965977,22.8041837260527,23.5262048639408,22.1159406952074,21.450684858343,NA,22.041697603999,20.2331229037209,23.8043765256695,NA,23.0565679298748,22.2238799533649,21.6640613483479,NA,21.6200973354006
"sp|Q5SSJ5|HP1B3_HUMAN",6,0,0,1,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,1,0,0,0,2,1,1,2,1,0,1,0.0492779496461748,0.134570730368076,23.075642994935,19.4027682288998,NA,19.2272104835312,NA,18.6465666381698,17.9835048156026,NA,20.0061549325698,NA,NA,18.627802428883,17.8855945803987,19.2528875464309,NA,NA,NA,NA,20.9581528575655,NA,NA,NA,19.5589099531434,19.3803561714519,NA,NA,NA,NA,22.0366782950219,NA,NA,18.2361866001353,NA,18.1087449301154,NA,NA,NA,19.0874481580366
"sp|Q5T013|HYI_HUMAN",0,0,0,3,0,0,2,2,1,0,0,2,0,2,0,0,0,0,1,0,1,0,1,2,0,2,1,1,1,0,0,1,2,0,0,2,2,0,0.739368414100115,0.835718370327703,NA,20.1747752973679,20.1369644372909,19.9056604485004,NA,NA,20.2838078948103,20.6715285018376,NA,NA,NA,21.5725286241412,NA,NA,20.3374960709961,20.2165812904365,18.7705230247164,NA,NA,NA,20.2329891909373,NA,NA,NA,NA,18.7258265903539,NA,18.3166709975121,NA,20.5269306661531,NA,19.9552389282757,19.0137450818212,19.0616721223748,18.928814467733,NA,NA,18.8982794897944
"sp|Q5T2W1|NHRF3_HUMAN;sp|A8MUH7|PDZ1P_HUMAN",6,0,2,4,8,3,4,2,1,4,4,2,2,4,2,5,4,8,4,2,3,7,14,2,4,3,1,0,5,2,1,3,5,15,3,19,5,3,0.0475563272717949,0.130470348204683,22.9088147848154,21.488004020377,25.1298096701447,22.7748745696266,25.8403480717502,21.5709572734574,26.915182880051,22.9112105290132,21.9390102573459,NA,20.959344740076,22.1410108420309,24.0217589652116,22.0287618108601,22.0768980670607,21.0122021929055,20.452999792656,21.9687978036105,23.5425584406804,21.2508624328391,22.333216939058,20.3177726288249,23.5572430609408,21.8261429430306,24.6623801192359,22.5115588402183,21.3038525075665,22.1094567418856,23.4162621737619,21.9101124966982,21.96810303843,21.9413914816581,20.7578598236243,NA,23.876248609635,22.0781237242095,18.9340066672027,22.0560359400886
"sp|Q5T440|CAF17_HUMAN",3,1,1,1,3,1,2,3,0,2,0,2,1,2,3,3,4,3,2,3,1,1,2,0,1,1,2,1,2,3,0,2,3,1,1,2,0,1,0.155854431632836,0.298704071303934,20.4448826079176,20.5865290719693,20.2010694248487,18.1740533471784,18.8370570364538,19.5603577227095,20.8211458126451,NA,18.849862599298,19.277074483031,NA,19.812116329596,21.0268482963609,19.5922291836507,20.3854590928209,21.0795093630479,NA,20.4593948082589,NA,18.9014074178241,20.0309658918764,20.1847859950787,20.5129337863895,20.7690607223689,20.5241148338828,19.8822565215653,20.9824527756372,NA,19.2969496506257,NA,19.9516484758352,18.3995093953158,20.7040975943239,18.813881286179,19.4914759792582,19.635960021386,NA,20.2572322332637
"sp|Q5T4S7|UBR4_HUMAN",6,1,3,0,4,2,5,0,2,0,2,0,1,2,0,3,1,1,0,2,3,3,2,1,1,0,0,0,0,2,4,2,3,6,3,4,3,1,0.147496812676087,0.288382514004827,21.2260209045903,NA,20.7210660005734,20.4129211183239,21.6339274871088,20.022022238661,20.0979206815137,19.6689793507953,16.784625148866,18.0362401617474,20.6357533284262,NA,21.4041622967335,19.088383745554,21.2575579379402,NA,19.3798867584551,NA,19.6735413906276,19.4792878461839,20.0117897944489,NA,20.8273495681359,19.4615516873945,19.2564199095144,NA,20.0590922732016,19.8277037181993,20.6287291729366,18.6122946191774,17.672420026289,NA,NA,NA,NA,19.8833704560072,21.3693115741502,20.2199792559575
"sp|Q5T5S1|CC183_HUMAN",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646922726186612,0.765273297162572,NA,NA,21.0082877603935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3290806739516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q5T653|RM02_HUMAN",1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.0060827678401551,0.0293313127207479,20.2030060122985,19.0750607691943,NA,19.8766200374588,19.6117366352471,19.3909706120525,19.8712750287922,19.6495670368484,NA,NA,20.8855028573046,NA,21.7612263731299,NA,NA,NA,NA,NA,NA,NA,NA,16.5280520409426,21.2635139432233,NA,20.4609170464922,NA,NA,NA,20.9595896924739,NA,20.6841756079755,19.2240585741907,17.9154715938139,18.1834874530717,19.3649135825397,18.4656685697174,19.7145449153721,NA
"sp|Q5T6V5|QSPP_HUMAN",3,1,0,0,1,1,0,1,1,1,0,1,1,3,3,2,3,2,3,3,3,3,0,2,3,3,2,0,3,1,0,1,1,1,1,1,1,0,0.329161608867433,0.495746308749522,19.9895737300861,NA,NA,19.3077221985587,18.8984852798168,19.1932818399893,19.3225907990017,19.2193922925678,NA,19.5600940834283,NA,NA,19.5166231633786,19.6017818334747,NA,18.736618825697,19.4192400727071,18.5571118501932,NA,19.0477576267425,21.7800717612926,20.9082834209336,20.1227895677609,21.0699476804475,19.7320310449167,20.7774782155096,20.876075896457,21.0151136189368,20.6410111071413,20.1664227224724,21.76073487266,20.4386205635044,17.626391141228,NA,20.9960494649353,18.8826347356484,NA,18.2180598666625
"sp|Q5T8D3|ACBD5_HUMAN",0,0,2,0,0,1,1,1,2,0,0,0,1,0,1,2,1,0,1,1,1,1,0,2,2,0,0,0,1,0,0,2,1,1,1,1,0,1,0.82432338892542,0.89238966571264,NA,NA,NA,19.8274434780829,19.3281328751538,20.1108748661352,19.6762954759217,NA,20.7222320934953,NA,20.7863914571097,NA,NA,19.090420879858,20.1741526153931,17.9751692299241,21.3105009319508,NA,NA,19.2991021872802,NA,20.9279528144596,19.2726769517272,20.04730386024,NA,19.8973370149905,18.1638948445466,18.5549268214924,17.6345019982677,20.2307811788435,20.7036270316,NA,NA,NA,17.7630807697145,NA,NA,20.7174472002473
"sp|Q5T9A4|ATD3B_HUMAN",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,18.8321684717127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q5TCH4|CP4AM_HUMAN",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.100038726929824,0.221142329537955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8108448672432,NA,NA,17.9701760119239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q5TDH0|DDI2_HUMAN",2,1,1,3,2,0,4,3,1,1,0,1,2,1,2,1,0,0,1,1,2,1,0,2,1,1,2,0,2,0,2,3,2,0,1,4,3,1,0.904945188307173,0.942720271231749,19.9546725690688,19.6909900349594,NA,20.8378742468189,NA,19.5512971424085,22.4824773854157,21.5588509078527,19.4225359319062,19.5198778836364,20.3932402624631,21.2298271412256,20.3591058412088,NA,22.2806771695472,21.8477521061419,19.919998477497,19.5808151134318,NA,19.192378700161,20.1704244963989,20.4257070664929,NA,NA,NA,19.7706740137423,19.9974303470636,20.9841703931448,20.1143382698054,21.2117732935751,19.4699355288145,19.9412589601827,20.8098050240175,NA,20.0729180632759,NA,20.4268895179511,21.5652523913078
"sp|Q5TEC6|H37_HUMAN",1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.447081042796819,0.600824547358031,24.9974227265349,23.8668318344579,NA,23.2323722837449,23.3407534762978,23.1923629072394,22.6268617620219,22.7389751087698,NA,22.6883272651422,22.7887647947934,23.2259454126667,NA,NA,21.9977384741551,22.7196141415665,22.7557156330623,22.3378594222283,24.8922284946183,NA,22.6544350564905,23.1678369651977,NA,NA,22.8688088931941,23.1762539608644,22.4227403531491,22.9889719823783,24.1739000841398,22.4344318269382,22.4618112324013,22.409003769796,22.83936750476,NA,22.7492545577348,22.2408968320772,NA,23.0078039755789
